ID	AlternateID	Annotation
gene_12820		product_name=Cytochrome P450
gene_12971		product_name=hypothetical protein
gene_13241		product_name=NADH dehydrogenase iron-sulfur protein 7
gene_12926		product_name=RmlC-like cupin domain-containing protein
gene_13612		product_name=hypothetical protein
gene_13758		product_name=putative transporter
gene_13774		product_name=hypothetical protein
gene_12760		product_name=sterigmatocystin biosynthesis fatty acid synthase subunit beta
gene_12812		product_name=Protein kinase-like domain-containing protein
gene_12870		product_name=FAD dependent oxidoreductase
gene_12917		product_name=hypothetical protein
gene_12967		product_name=hypothetical protein
gene_13068		product_name=expressed protein
gene_13096		product_name=Mediator complex subunit 27-domain containing protein
gene_13144		product_name=FluG family protein
gene_13238		product_name=molecular chaperone Prefoldin%2C subunit 3
gene_13294		product_name=hypothetical protein
gene_13420		product_name=expressed protein
gene_13461		product_name=hypothetical protein
gene_13480		product_name=hypothetical protein
gene_13498		product_name=expressed protein
gene_13507		product_name=GTP cyclohydrolase 1 type 2/Nif3
gene_13548		product_name=hypothetical protein
gene_13566		product_name=putative DNA directed RNA polymerase II 15 kDa subunit
gene_13573		product_name=transcription factor TFIIE complex alpha subunit
gene_13606		product_name=hypothetical protein
gene_13630		product_name=patatin-like serine hydrolase
gene_13703		product_name=short chain dehydrogenase/reductase
gene_13705		product_name=F-box domain protein
gene_13780		product_name=Nucleoside phosphorylase domain-containing protein
gene_13781		product_name=hypothetical protein
gene_12775		product_name=Isoprenoid synthase domain-containing protein
gene_12848		product_name=hypothetical protein
gene_12861		product_name=hypothetical protein
gene_12879		product_name=hypothetical protein
gene_12886		product_name=expressed protein
gene_12891		product_name=histidine acid phosphatase
gene_12913		product_name=hypothetical protein
gene_12934		product_name=expressed protein
gene_12954		product_name=Mss4-like protein
gene_12959		product_name=hypothetical protein
gene_12995		product_name=fungal-specific transcription factor
gene_12998		proteinId=2144256
gene_13007		product_name=expressed protein
gene_13046		product_name=Fungal specific transcription factor domain-domain containing protein
gene_13078		product_name=hypothetical protein
gene_13079		product_name=expressed protein
gene_13093		product_name=transcription-coupled repair protein CSB/RAD26
gene_13124		product_name=poly(A) ribonuclease subunit
gene_13150		product_name=Major facilitator superfamily domain-containing protein
gene_13158		product_name=expressed protein
gene_13181		product_name=hypothetical protein
gene_13314		product_name=SAGA complex subunit
gene_13338		product_name=expressed protein
gene_13343		product_name=vesicle coat complex AP-1/AP-2/AP-4%2C beta subunit
gene_13357		proteinId=2145462
gene_13372		product_name=hypothetical protein
gene_13418		product_name=monooxygenase
gene_13450		product_name=translation initiation factor 4F%2C ribosome/mRNA-bridging subunit
gene_13453		product_name=hypothetical protein
gene_13465		product_name=hypothetical protein
gene_13570		product_name=expressed protein
gene_13572		product_name=pseudouridylate synthase
gene_13582		product_name=ankyrin repeat-containing protein
gene_13611		product_name=cora family metal ion transporter
gene_13625		product_name=myo-inositol transporter
gene_13651		product_name=short chain dehydrogenase/reductase
gene_13655		product_name=putative Ku70-binding protein
gene_13664		product_name=hypothetical protein
gene_13683		product_name=riboflavin-specific deaminase
gene_13695		product_name=hypothetical protein
gene_13704		product_name=hypothetical protein
gene_13711		product_name=hypothetical protein
gene_13713		product_name=hypothetical protein
gene_13723		product_name=DEAD helicase superfamily protein
gene_13731		product_name=hypothetical protein
gene_13739		product_name=polyketide synthase module
gene_13744		product_name=chitin synthase A
gene_13776		product_name=Cation efflux protein
gene_13784		product_name=putative O-methyltransferase
gene_12761		product_name=RTA1 domain protein
gene_12723		product_name=short-chain dehydrogenase
gene_12727		product_name=C6 transcription factor
gene_12782		product_name=melibiose subfamily protein
gene_12797		product_name=Nucleotide-diphospho-sugar transferase
gene_12810		product_name=hypothetical protein
gene_12811		product_name=Cytochrome P450
gene_12817		product_name=hypothetical protein
gene_12822		product_name=Cytochrome P450
gene_12823		product_name=short chain dehydrogenase/ reductase
gene_12839		product_name=hypothetical protein
gene_12858		product_name=exo-1%2C4-beta-xylosidase xlnD
gene_12893		product_name=TAP-like protein-domain containing protein
gene_12905		product_name=Alpha/Beta hydrolase fold
gene_12924		product_name=hypothetical protein
gene_12939		product_name=Protein kinase-like domain-containing protein
gene_12992		product_name=F-box domain protein
gene_13001		product_name=hypothetical protein
gene_13010		product_name=hypothetical protein
gene_13176		product_name=cytochrome P450 monooxygenase
gene_13201		product_name=hypothetical protein
gene_13332		product_name=hypothetical protein
gene_13390		product_name=dihydropteroate synthase
gene_13413		product_name=kinesin
gene_13500		product_name=Ribosomal protein L10e/L16
gene_13536		product_name=hypothetical protein
gene_13563		product_name=imidazoleglycerol-phosphate synthase subunit
gene_13568		product_name=Alpha/Beta hydrolase fold
gene_13580		product_name=sterol O-acyltransferase
gene_13666		product_name=phosphatidic acid-preferring phospholipase A1
gene_13675		product_name=hypothetical protein
gene_13686		product_name=hypothetical protein
gene_13756		product_name=H+/oligopeptide symporter
gene_13765		product_name=Alpha/Beta hydrolase fold
gene_13766		product_name=hypothetical protein
gene_12758		product_name=ABC multidrug transporter
gene_12818		product_name=efflux pump antibiotic resistance protein
gene_13240		product_name=fungal-specific transcription factor domain protein
gene_13430		product_name=expressed protein
gene_13497		product_name=DEAH-box RNA helicase
gene_13795		product_name=hypothetical protein
gene_12865		product_name=hypothetical protein
gene_12866		product_name=Isoprenoid synthase domain-containing protein
gene_12883		product_name=hypothetical protein
gene_12906		product_name=permease of the major facilitator superfamily
gene_13266		product_name=tRNA synthetases class I %28E and Q%29%2C catalytic domain-domain containing protein
gene_13336		product_name=Aminotransferase
gene_13356		product_name=hypothetical protein
gene_13597		product_name=hypothetical protein
gene_13671		product_name=gamma-glutamyl phosphate reductase
gene_13753		product_name=hypothetical protein
gene_13761		product_name=oxidoreductase
gene_12729		product_name=aminotriazole resistance protein
gene_12825		product_name=hypothetical protein
gene_12826		product_name=esterase
gene_12901		product_name=hypothetical protein
gene_12904		product_name=hypothetical protein
gene_12911		product_name=hypothetical protein
gene_12915		product_name=hypothetical protein
gene_12961		product_name=expressed protein
gene_12968		product_name=putative cell surface metalloreductase FreA-like
gene_13014		product_name=hypothetical protein
gene_13035		product_name=pre-mRNA-splicing factor slt11
gene_13062		product_name=hypothetical protein
gene_13063		product_name=expressed protein
gene_13172		product_name=hypothetical protein
gene_13175		product_name=hypothetical protein
gene_13177		product_name=putative transporter
gene_13183		product_name=Ribosomal protein L22/L17
gene_13185		product_name=hypothetical protein
gene_13192		product_name=putative gamma-gliadin precursor
gene_13198		product_name=RNA polymerase II transcription elongation factor Rtf1p
gene_13204		product_name=fungal-specific transcription factor domain protein
gene_13208		product_name=hypothetical protein
gene_13216		product_name=peptidyl-prolyl cis-trans isomerase D
gene_13224		product_name=GrpB domain protein
gene_13235		product_name=Polynucleotide 5'-hydroxyl-kinase grc3
gene_13260		product_name=Ankyrin repeat-containing domain protein
gene_13296		product_name=lysophospholipase A
gene_13326		product_name=urate oxydase UaZ
gene_13344		product_name=Pre-mRNA splicing factor-domain containing protein
gene_13345		product_name=hypothetical protein
gene_13363		product_name=adhesin
gene_13405		product_name=hypothetical protein
gene_13409		product_name=hypothetical protein
gene_13433		product_name=NAD dependent epimerase/dehydratase
gene_13436		product_name=Major facilitator superfamily domain-containing protein
gene_13441		product_name=hypothetical protein
gene_13455		product_name=expressed protein
gene_13460		product_name=hypothetical protein
gene_13482		product_name=Alpha/Beta hydrolase fold
gene_13532		product_name=Mediator complex%2C subunit Med22
gene_13541		product_name=amino acid transporter
gene_13547		product_name=hypothetical protein
gene_13557		product_name=hypothetical protein
gene_13559		product_name=Protein of unknown function (DUF788)-domain containing protein
gene_13565		product_name=hypothetical protein
gene_13567		product_name=60S ribosomal protein L14/L17/L23
gene_13579		product_name=WD40-repeat-containing domain protein
gene_13584		product_name=Mitochondrial carrier domain-containing protein
gene_13588		product_name=expressed protein
gene_13596		product_name=glycerol-3-phosphate dehydrogenase/dihydroxyacetone 3-phosphate reductase
gene_13602		product_name=putative RNA polymerase II transcription factor SIII subunit A
gene_13618		product_name=expressed protein
gene_13629		product_name=Magnesium transporter NIPA-domain containing protein
gene_13631		product_name=competence/damage-inducible protein CinA
gene_13645		product_name=ankyrin repeat protein
gene_13660		product_name=hypothetical protein
gene_13680		product_name=putative NADH-ubiquinone oxidoreductase 21 kDa subunit
gene_13693		product_name=Surface antigen-domain containing protein
gene_13699		product_name=GTP-binding protein
gene_13709		product_name=expressed protein
gene_13714		product_name=leucine-rich repeat protein
gene_13719		product_name=DNA topoisomerase I-interacting protein
